# Value of energy0.111376
# number of periods40
# number of steps40
23.055 -0.113014 0.656598
23.0567 -0.115108 0.656754
23.0583 -0.117201 0.656903
23.06 -0.119293 0.657046
23.0617 -0.121384 0.657183
23.0633 -0.123473 0.657313
23.065 -0.125562 0.657437
23.0667 -0.127649 0.657556
23.0683 -0.129734 0.657668
23.07 -0.131819 0.657773
23.0717 -0.133902 0.657873
23.0733 -0.135984 0.657967
23.075 -0.138065 0.658054
23.0767 -0.140144 0.658136
23.0783 -0.142222 0.658211
23.08 -0.144298 0.65828
23.0817 -0.146374 0.658344
23.0833 -0.148447 0.658401
23.085 -0.15052 0.658452
23.0867 -0.152591 0.658497
23.0883 -0.15466 0.658536
23.09 -0.156728 0.65857
23.0917 -0.158795 0.658597
23.0933 -0.16086 0.658618
23.095 -0.162923 0.658634
23.0967 -0.164985 0.658643
23.0983 -0.167046 0.658646
23.1 -0.169105 0.658644
23.1017 -0.171162 0.658636
23.1033 -0.173218 0.658622
23.105 -0.175272 0.658602
23.1067 -0.177324 0.658576
23.1083 -0.179375 0.658544
23.11 -0.181425 0.658507
23.1117 -0.183472 0.658463
23.1133 -0.185518 0.658414
23.115 -0.187563 0.658359
23.1167 -0.189605 0.658299
23.1183 -0.191646 0.658232
23.12 -0.193685 0.65816
23.1217 -0.195723 0.658082
23.1233 -0.197758 0.657999
23.125 -0.199792 0.657909
23.1267 -0.201824 0.657814
23.1283 -0.203855 0.657714
23.13 -0.205883 0.657607
23.1317 -0.20791 0.657496
23.1333 -0.209935 0.657378
23.135 -0.211958 0.657255
23.1367 -0.213979 0.657126
23.1383 -0.215998 0.656992
23.14 -0.218015 0.656852
23.1417 -0.220031 0.656706
23.1433 -0.222044 0.656555
23.145 -0.224056 0.656399
23.1467 -0.226066 0.656237
23.1483 -0.228074 0.656069
23.15 -0.230079 0.655896
23.1517 -0.232083 0.655718
23.1533 -0.234085 0.655534
23.155 -0.236085 0.655344
23.1567 -0.238083 0.655149
23.1583 -0.240078 0.654949
23.16 -0.242072 0.654743
23.1617 -0.244064 0.654532
23.1633 -0.246053 0.654316
23.165 -0.248041 0.654094
23.1667 -0.250026 0.653867
23.1683 -0.25201 0.653634
23.17 -0.253991 0.653396
23.1717 -0.25597 0.653153
23.1733 -0.257947 0.652904
23.175 -0.259922 0.652651
23.1767 -0.261895 0.652391
23.1783 -0.263865 0.652127
23.18 -0.265833 0.651858
23.1817 -0.2678 0.651583
23.1833 -0.269764 0.651303
23.185 -0.271725 0.651017
23.1867 -0.273685 0.650727
23.1883 -0.275642 0.650431
23.19 -0.277597 0.650131
23.1917 -0.27955 0.649825
23.1933 -0.2815 0.649514
23.195 -0.283449 0.649197
23.1967 -0.285395 0.648876
23.1983 -0.287338 0.64855
23.2 -0.28928 0.648218
23.2017 -0.291219 0.647882
23.2033 -0.293155 0.64754
23.205 -0.29509 0.647193
23.2067 -0.297022 0.646842
23.2083 -0.298951 0.646485
23.21 -0.300879 0.646123
23.2117 -0.302803 0.645756
23.2133 -0.304726 0.645385
23.215 -0.306646 0.645008
23.2167 -0.308564 0.644626
23.2183 -0.310479 0.64424
23.22 -0.312392 0.643848
23.2217 -0.314302 0.643452
23.2233 -0.31621 0.64305
23.225 -0.318116 0.642644
23.2267 -0.320019 0.642233
23.2283 -0.321919 0.641817
23.23 -0.323817 0.641396
23.2317 -0.325713 0.640971
23.2333 -0.327606 0.64054
23.235 -0.329496 0.640105
23.2367 -0.331384 0.639665
23.2383 -0.33327 0.63922
23.24 -0.335153 0.638771
23.2417 -0.337033 0.638316
23.2433 -0.338911 0.637857
23.245 -0.340786 0.637393
23.2467 -0.342659 0.636925
23.2483 -0.344529 0.636452
23.25 -0.346397 0.635974
23.2517 -0.348261 0.635491
23.2533 -0.350124 0.635004
23.255 -0.351983 0.634512
23.2567 -0.35384 0.634015
23.2583 -0.355695 0.633514
23.26 -0.357547 0.633008
23.2617 -0.359396 0.632498
23.2633 -0.361242 0.631983
23.265 -0.363086 0.631463
23.2667 -0.364927 0.630939
23.2683 -0.366765 0.63041
23.27 -0.368601 0.629877
23.2717 -0.370434 0.629339
23.2733 -0.372264 0.628797
23.275 -0.374092 0.62825
23.2767 -0.375917 0.627699
23.2783 -0.377739 0.627143
23.28 -0.379558 0.626583
23.2817 -0.381375 0.626018
23.2833 -0.383189 0.625449
23.285 -0.385 0.624876
23.2867 -0.386808 0.624298
23.2883 -0.388614 0.623716
23.29 -0.390416 0.623129
23.2917 -0.392216 0.622538
23.2933 -0.394013 0.621942
23.295 -0.395808 0.621343
23.2967 -0.397599 0.620739
23.2983 -0.399388 0.62013
23.3 -0.401174 0.619517
23.3017 -0.402957 0.6189
23.3033 -0.404737 0.618279
23.305 -0.406514 0.617653
23.3067 -0.408289 0.617024
23.3083 -0.41006 0.616389
23.31 -0.411829 0.615751
23.3117 -0.413595 0.615109
23.3133 -0.415358 0.614462
23.315 -0.417118 0.613811
23.3167 -0.418875 0.613156
23.3183 -0.420629 0.612496
23.32 -0.422381 0.611833
23.3217 -0.424129 0.611165
23.3233 -0.425875 0.610493
23.325 -0.427617 0.609818
23.3267 -0.429357 0.609138
23.3283 -0.431093 0.608453
23.33 -0.432827 0.607765
23.3317 -0.434558 0.607073
23.3333 -0.436286 0.606377
23.335 -0.438011 0.605676
23.3367 -0.439732 0.604972
23.3383 -0.441451 0.604263
23.34 -0.443167 0.603551
23.3417 -0.44488 0.602834
23.3433 -0.44659 0.602114
23.345 -0.448297 0.601389
23.3467 -0.450001 0.600661
23.3483 -0.451701 0.599928
23.35 -0.453399 0.599192
23.3517 -0.455094 0.598452
23.3533 -0.456786 0.597708
23.355 -0.458474 0.59696
23.3567 -0.46016 0.596208
23.3583 -0.461843 0.595452
23.36 -0.463522 0.594692
23.3617 -0.465198 0.593928
23.3633 -0.466872 0.593161
23.365 -0.468542 0.59239
23.3667 -0.470209 0.591615
23.3683 -0.471873 0.590836
23.37 -0.473535 0.590053
23.3717 -0.475192 0.589266
23.3733 -0.476847 0.588476
23.375 -0.478499 0.587682
23.3767 -0.480148 0.586884
23.3783 -0.481793 0.586083
23.38 -0.483435 0.585277
23.3817 -0.485075 0.584468
23.3833 -0.486711 0.583655
23.385 -0.488344 0.582839
23.3867 -0.489974 0.582019
23.3883 -0.4916 0.581195
23.39 -0.493224 0.580368
23.3917 -0.494844 0.579536
23.3933 -0.496461 0.578702
23.395 -0.498075 0.577863
23.3967 -0.499686 0.577021
23.3983 -0.501294 0.576176
23.4 -0.502898 0.575326
23.4017 -0.504499 0.574474
23.4033 -0.506097 0.573617
23.405 -0.507692 0.572757
23.4067 -0.509284 0.571894
23.4083 -0.510872 0.571027
23.41 -0.512458 0.570156
23.4117 -0.51404 0.569282
23.4133 -0.515618 0.568405
23.415 -0.517194 0.567524
23.4167 -0.518766 0.566639
23.4183 -0.520335 0.565751
23.42 -0.521901 0.56486
23.4217 -0.523464 0.563965
23.4233 -0.525023 0.563066
23.425 -0.526579 0.562165
23.4267 -0.528132 0.561259
23.4283 -0.529682 0.560351
23.43 -0.531228 0.559439
23.4317 -0.532771 0.558523
23.4333 -0.534311 0.557605
23.435 -0.535848 0.556682
23.4367 -0.537381 0.555757
23.4383 -0.538911 0.554828
23.44 -0.540437 0.553896
23.4417 -0.541961 0.552961
23.4433 -0.543481 0.552022
23.445 -0.544997 0.55108
23.4467 -0.546511 0.550134
23.4483 -0.548021 0.549186
23.45 -0.549528 0.548234
23.4517 -0.551031 0.547279
23.4533 -0.552531 0.54632
23.455 -0.554028 0.545359
23.4567 -0.555522 0.544394
23.4583 -0.557012 0.543426
23.46 -0.558499 0.542455
23.4617 -0.559982 0.54148
23.4633 -0.561462 0.540503
23.465 -0.562939 0.539522
23.4667 -0.564413 0.538538
23.4683 -0.565883 0.537551
23.47 -0.567349 0.536561
23.4717 -0.568813 0.535567
23.4733 -0.570273 0.534571
23.475 -0.571729 0.533571
23.4767 -0.573183 0.532569
23.4783 -0.574633 0.531563
23.48 -0.576079 0.530554
23.4817 -0.577522 0.529542
23.4833 -0.578962 0.528527
23.485 -0.580398 0.527509
23.4867 -0.581831 0.526488
23.4883 -0.583261 0.525464
23.49 -0.584687 0.524437
23.4917 -0.586109 0.523407
23.4933 -0.587529 0.522374
23.495 -0.588945 0.521338
23.4967 -0.590357 0.520299
23.4983 -0.591766 0.519258
23.5 -0.593172 0.518213
23.5017 -0.594574 0.517165
23.5033 -0.595973 0.516114
23.505 -0.597368 0.515061
23.5067 -0.59876 0.514004
23.5083 -0.600149 0.512945
23.51 -0.601534 0.511882
23.5117 -0.602915 0.510817
23.5133 -0.604294 0.509749
23.515 -0.605668 0.508678
23.5167 -0.60704 0.507604
23.5183 -0.608407 0.506528
23.52 -0.609772 0.505448
23.5217 -0.611133 0.504366
23.5233 -0.61249 0.503281
23.525 -0.613844 0.502193
23.5267 -0.615195 0.501102
23.5283 -0.616542 0.500009
23.53 -0.617885 0.498913
23.5317 -0.619225 0.497814
23.5333 -0.620562 0.496712
23.535 -0.621895 0.495608
23.5367 -0.623225 0.494501
23.5383 -0.624551 0.493391
23.54 -0.625874 0.492278
23.5417 -0.627193 0.491163
23.5433 -0.628508 0.490045
23.545 -0.629821 0.488924
23.5467 -0.631129 0.487801
23.5483 -0.632435 0.486675
23.55 -0.633736 0.485546
23.5517 -0.635034 0.484415
23.5533 -0.636329 0.483281
23.555 -0.63762 0.482145
23.5567 -0.638908 0.481006
23.5583 -0.640192 0.479864
23.56 -0.641473 0.47872
23.5617 -0.64275 0.477573
23.5633 -0.644023 0.476423
23.565 -0.645293 0.475271
23.5667 -0.64656 0.474117
23.5683 -0.647823 0.47296
23.57 -0.649082 0.4718
23.5717 -0.650338 0.470638
23.5733 -0.65159 0.469473
23.575 -0.652839 0.468306
23.5767 -0.654084 0.467137
23.5783 -0.655326 0.465964
23.58 -0.656564 0.46479
23.5817 -0.657799 0.463613
23.5833 -0.65903 0.462433
23.585 -0.660258 0.461251
23.5867 -0.661482 0.460067
23.5883 -0.662702 0.45888
23.59 -0.663919 0.457691
23.5917 -0.665132 0.456499
23.5933 -0.666342 0.455305
23.595 -0.667548 0.454108
23.5967 -0.668751 0.452909
23.5983 -0.66995 0.451708
23.6 -0.671145 0.450505
23.6017 -0.672337 0.449299
23.6033 -0.673525 0.44809
23.605 -0.67471 0.44688
23.6067 -0.675891 0.445667
23.6083 -0.677069 0.444451
23.61 -0.678243 0.443234
23.6117 -0.679413 0.442014
23.6133 -0.68058 0.440792
23.615 -0.681743 0.439567
23.6167 -0.682903 0.438341
23.6183 -0.684059 0.437112
23.62 -0.685211 0.43588
23.6217 -0.68636 0.434647
23.6233 -0.687505 0.433411
23.625 -0.688647 0.432173
23.6267 -0.689785 0.430933
23.6283 -0.690919 0.429691
23.63 -0.69205 0.428446
23.6317 -0.693177 0.427199
23.6333 -0.694301 0.425951
23.635 -0.695421 0.424699
23.6367 -0.696537 0.423446
23.6383 -0.69765 0.422191
23.64 -0.698759 0.420933
23.6417 -0.699865 0.419673
23.6433 -0.700967 0.418412
23.645 -0.702065 0.417148
23.6467 -0.70316 0.415882
23.6483 -0.704251 0.414613
23.65 -0.705338 0.413343
23.6517 -0.706422 0.412071
23.6533 -0.707502 0.410796
23.655 -0.708579 0.40952
23.6567 -0.709651 0.408241
23.6583 -0.710721 0.406961
23.66 -0.711786 0.405678
23.6617 -0.712848 0.404394
23.6633 -0.713907 0.403107
23.665 -0.714961 0.401818
23.6667 -0.716013 0.400527
23.6683 -0.71706 0.399235
23.67 -0.718104 0.39794
23.6717 -0.719144 0.396643
23.6733 -0.72018 0.395345
23.675 -0.721213 0.394044
23.6767 -0.722243 0.392742
23.6783 -0.723268 0.391437
23.68 -0.72429 0.390131
23.6817 -0.725308 0.388822
23.6833 -0.726323 0.387512
23.685 -0.727334 0.3862
23.6867 -0.728341 0.384886
23.6883 -0.729345 0.38357
23.69 -0.730345 0.382252
23.6917 -0.731341 0.380932
23.6933 -0.732334 0.379611
23.695 -0.733323 0.378287
23.6967 -0.734308 0.376962
23.6983 -0.73529 0.375635
23.7 -0.736268 0.374306
23.7017 -0.737242 0.372975
23.7033 -0.738213 0.371643
23.705 -0.73918 0.370308
23.7067 -0.740143 0.368972
23.7083 -0.741103 0.367634
23.71 -0.742059 0.366294
23.7117 -0.743011 0.364953
23.7133 -0.74396 0.363609
23.715 -0.744905 0.362264
23.7167 -0.745846 0.360917
23.7183 -0.746783 0.359569
23.72 -0.747717 0.358218
23.7217 -0.748648 0.356866
23.7233 -0.749574 0.355513
23.725 -0.750497 0.354157
23.7267 -0.751416 0.3528
23.7283 -0.752332 0.351441
23.73 -0.753244 0.350081
23.7317 -0.754152 0.348718
23.7333 -0.755056 0.347354
23.735 -0.755957 0.345989
23.7367 -0.756854 0.344622
23.7383 -0.757747 0.343253
23.74 -0.758637 0.341882
23.7417 -0.759523 0.34051
23.7433 -0.760405 0.339137
23.745 -0.761284 0.337761
23.7467 -0.762159 0.336384
23.7483 -0.76303 0.335006
23.75 -0.763897 0.333626
23.7517 -0.764761 0.332244
23.7533 -0.765621 0.330861
23.755 -0.766478 0.329476
23.7567 -0.767331 0.32809
23.7583 -0.76818 0.326702
23.76 -0.769025 0.325312
23.7617 -0.769866 0.323921
23.7633 -0.770704 0.322529
23.765 -0.771539 0.321135
23.7667 -0.772369 0.319739
23.7683 -0.773196 0.318342
23.77 -0.774019 0.316944
23.7717 -0.774838 0.315544
23.7733 -0.775654 0.314142
23.775 -0.776466 0.312739
23.7767 -0.777274 0.311335
23.7783 -0.778079 0.309929
23.78 -0.778879 0.308522
23.7817 -0.779676 0.307113
23.7833 -0.78047 0.305703
23.785 -0.78126 0.304291
23.7867 -0.782045 0.302879
23.7883 -0.782828 0.301464
23.79 -0.783606 0.300048
23.7917 -0.784381 0.298631
23.7933 -0.785152 0.297213
23.795 -0.785919 0.295793
23.7967 -0.786683 0.294372
23.7983 -0.787443 0.292949
23.8 -0.788199 0.291525
23.8017 -0.788952 0.2901
23.8033 -0.789701 0.288673
23.805 -0.790446 0.287245
23.8067 -0.791187 0.285816
23.8083 -0.791924 0.284385
23.81 -0.792658 0.282953
23.8117 -0.793389 0.28152
23.8133 -0.794115 0.280086
23.815 -0.794838 0.27865
23.8167 -0.795557 0.277213
23.8183 -0.796272 0.275775
23.82 -0.796983 0.274335
23.8217 -0.797691 0.272894
23.8233 -0.798395 0.271452
23.825 -0.799096 0.270009
23.8267 -0.799792 0.268565
23.8283 -0.800485 0.267119
23.83 -0.801174 0.265672
23.8317 -0.80186 0.264224
23.8333 -0.802541 0.262774
23.835 -0.803219 0.261324
23.8367 -0.803893 0.259872
23.8383 -0.804564 0.258419
23.84 -0.805231 0.256965
23.8417 -0.805894 0.25551
23.8433 -0.806553 0.254054
23.845 -0.807209 0.252597
23.8467 -0.80786 0.251138
23.8483 -0.808508 0.249678
23.85 -0.809153 0.248217
23.8517 -0.809793 0.246755
23.8533 -0.81043 0.245292
23.855 -0.811063 0.243828
23.8567 -0.811693 0.242363
23.8583 -0.812318 0.240897
23.86 -0.81294 0.239429
23.8617 -0.813558 0.237961
23.8633 -0.814173 0.236491
23.865 -0.814784 0.235021
23.8667 -0.815391 0.233549
23.8683 -0.815994 0.232076
23.87 -0.816593 0.230603
23.8717 -0.817189 0.229128
23.8733 -0.817781 0.227652
23.875 -0.818369 0.226176
23.8767 -0.818954 0.224698
23.8783 -0.819535 0.223219
23.88 -0.820112 0.221739
23.8817 -0.820685 0.220259
23.8833 -0.821254 0.218777
23.885 -0.82182 0.217295
23.8867 -0.822382 0.215811
23.8883 -0.822941 0.214326
23.89 -0.823495 0.212841
23.8917 -0.824046 0.211355
23.8933 -0.824593 0.209867
23.895 -0.825136 0.208379
23.8967 -0.825676 0.20689
23.8983 -0.826212 0.2054
23.9 -0.826744 0.203909
23.9017 -0.827272 0.202417
23.9033 -0.827797 0.200924
23.905 -0.828318 0.199431
23.9067 -0.828835 0.197936
23.9083 -0.829348 0.196441
23.91 -0.829858 0.194945
23.9117 -0.830363 0.193448
23.9133 -0.830866 0.19195
23.915 -0.831364 0.190451
23.9167 -0.831859 0.188951
23.9183 -0.832349 0.187451
23.92 -0.832837 0.18595
23.9217 -0.83332 0.184448
23.9233 -0.8338 0.182945
23.925 -0.834275 0.181442
23.9267 -0.834748 0.179937
23.9283 -0.835216 0.178432
23.93 -0.835681 0.176926
23.9317 -0.836141 0.17542
23.9333 -0.836599 0.173912
23.935 -0.837052 0.172404
23.9367 -0.837502 0.170895
23.9383 -0.837947 0.169386
23.94 -0.838389 0.167875
23.9417 -0.838828 0.166364
23.9433 -0.839262 0.164852
23.945 -0.839693 0.16334
23.9467 -0.84012 0.161827
23.9483 -0.840544 0.160313
23.95 -0.840963 0.158798
23.9517 -0.841379 0.157283
23.9533 -0.841791 0.155767
23.955 -0.8422 0.154251
23.9567 -0.842604 0.152733
23.9583 -0.843005 0.151216
23.96 -0.843402 0.149697
23.9617 -0.843796 0.148178
23.9633 -0.844185 0.146658
23.965 -0.844571 0.145138
23.9667 -0.844953 0.143617
23.9683 -0.845332 0.142095
23.97 -0.845706 0.140573
23.9717 -0.846077 0.13905
23.9733 -0.846444 0.137527
23.975 -0.846808 0.136003
23.9767 -0.847167 0.134478
23.9783 -0.847523 0.132953
23.98 -0.847875 0.131428
23.9817 -0.848223 0.129902
23.9833 -0.848568 0.128375
23.985 -0.848909 0.126848
23.9867 -0.849246 0.12532
23.9883 -0.849579 0.123792
23.99 -0.849909 0.122263
23.9917 -0.850235 0.120733
23.9933 -0.850557 0.119204
23.995 -0.850875 0.117673
23.9967 -0.85119 0.116142
23.9983 -0.8515 0.114611
24 -0.851807 0.113079
24.0017 -0.852111 0.111547
24.0033 -0.85241 0.110014
24.005 -0.852706 0.108481
24.0067 -0.852998 0.106948
24.0083 -0.853286 0.105414
24.01 -0.853571 0.103879
24.0117 -0.853852 0.102344
24.0133 -0.854129 0.100809
24.015 -0.854402 0.0992733
24.0167 -0.854672 0.0977372
24.0183 -0.854938 0.0962007
24.02 -0.8552 0.0946638
24.0217 -0.855458 0.0931265
24.0233 -0.855712 0.0915889
24.025 -0.855963 0.0900508
24.0267 -0.85621 0.0885124
24.0283 -0.856454 0.0869737
24.03 -0.856693 0.0854346
24.0317 -0.856929 0.0838952
24.0333 -0.857161 0.0823554
24.035 -0.857389 0.0808153
24.0367 -0.857614 0.0792749
24.0383 -0.857835 0.0777341
24.04 -0.858052 0.0761931
24.0417 -0.858265 0.0746517
24.0433 -0.858475 0.0731101
24.045 -0.85868 0.0715681
24.0467 -0.858882 0.0700259
24.0483 -0.859081 0.0684834
24.05 -0.859275 0.0669407
24.0517 -0.859466 0.0653977
24.0533 -0.859653 0.0638544
24.055 -0.859836 0.0623109
24.0567 -0.860016 0.0607671
24.0583 -0.860192 0.0592231
24.06 -0.860364 0.0576789
24.0617 -0.860532 0.0561345
24.0633 -0.860697 0.0545899
24.065 -0.860858 0.053045
24.0667 -0.861015 0.0514999
24.0683 -0.861168 0.0499547
24.07 -0.861318 0.0484093
24.0717 -0.861463 0.0468637
24.0733 -0.861606 0.0453179
24.075 -0.861744 0.0437719
24.0767 -0.861879 0.0422258
24.0783 -0.862009 0.0406796
24.08 -0.862136 0.0391332
24.0817 -0.86226 0.0375866
24.0833 -0.862379 0.0360399
24.085 -0.862495 0.0344931
24.0867 -0.862608 0.0329462
24.0883 -0.862716 0.0313992
24.09 -0.862821 0.0298521
24.0917 -0.862921 0.0283048
24.0933 -0.863019 0.0267575
24.095 -0.863112 0.0252101
24.0967 -0.863202 0.0236626
24.0983 -0.863288 0.022115
24.1 -0.86337 0.0205674
24.1017 -0.863448 0.0190197
24.1033 -0.863523 0.017472
24.105 -0.863594 0.0159242
24.1067 -0.863661 0.0143764
24.1083 -0.863725 0.0128286
24.11 -0.863785 0.0112807
24.1117 -0.863841 0.00973283
24.1133 -0.863893 0.00818493
24.115 -0.863941 0.00663703
24.1167 -0.863986 0.00508914
24.1183 -0.864027 0.00354125
24.12 -0.864065 0.00199338
24.1217 -0.864098 0.000445525
24.1233 -0.864128 -0.0011023
24.125 -0.864154 -0.00265008
24.1267 -0.864176 -0.00419782
24.1283 -0.864195 -0.00574551
24.13 -0.86421 -0.00729315
24.1317 -0.864221 -0.00884072
24.1333 -0.864229 -0.0103882
24.135 -0.864232 -0.0119357
24.1367 -0.864232 -0.013483
24.1383 -0.864229 -0.0150303
24.14 -0.864221 -0.0165774
24.1417 -0.86421 -0.0181245
24.1433 -0.864195 -0.0196714
24.145 -0.864176 -0.0212182
24.1467 -0.864154 -0.022765
24.1483 -0.864127 -0.0243115
24.15 -0.864098 -0.025858
24.1517 -0.864064 -0.0274043
24.1533 -0.864027 -0.0289504
24.155 -0.863986 -0.0304964
24.1567 -0.863941 -0.0320422
24.1583 -0.863892 -0.0335879
24.16 -0.86384 -0.0351334
24.1617 -0.863784 -0.0366787
24.1633 -0.863724 -0.0382238
24.165 -0.863661 -0.0397687
24.1667 -0.863593 -0.0413134
24.1683 -0.863523 -0.0428579
24.17 -0.863448 -0.0444022
24.1717 -0.863369 -0.0459463
24.1733 -0.863287 -0.0474901
24.175 -0.863202 -0.0490337
24.1767 -0.863112 -0.0505771
24.1783 -0.863019 -0.0521202
24.18 -0.862922 -0.053663
24.1817 -0.862821 -0.0552056
24.1833 -0.862717 -0.0567479
24.185 -0.862608 -0.0582899
24.1867 -0.862496 -0.0598317
24.1883 -0.862381 -0.0613732
24.19 -0.862262 -0.0629143
24.1917 -0.862138 -0.0644552
24.1933 -0.862012 -0.0659958
24.195 -0.861881 -0.067536
24.1967 -0.861747 -0.0690759
24.1983 -0.861609 -0.0706155
24.2 -0.861467 -0.0721548
24.2017 -0.861322 -0.0736937
24.2033 -0.861173 -0.0752322
24.205 -0.86102 -0.0767704
24.2067 -0.860864 -0.0783083
24.2083 -0.860703 -0.0798458
24.21 -0.860539 -0.0813829
24.2117 -0.860372 -0.0829196
24.2133 -0.8602 -0.0844559
24.215 -0.860025 -0.0859918
24.2167 -0.859846 -0.0875273
24.2183 -0.859664 -0.0890625
24.22 -0.859478 -0.0905972
24.2217 -0.859288 -0.0921314
24.2233 -0.859094 -0.0936653
24.225 -0.858897 -0.0951987
24.2267 -0.858696 -0.0967317
24.2283 -0.858491 -0.0982642
24.23 -0.858282 -0.0997962
24.2317 -0.85807 -0.101328
24.2333 -0.857854 -0.102859
24.235 -0.857635 -0.10439
24.2367 -0.857411 -0.10592
24.2383 -0.857184 -0.107449
24.24 -0.856954 -0.108979
24.2417 -0.856719 -0.110507
24.2433 -0.856481 -0.112036
24.245 -0.856239 -0.113563
24.2467 -0.855994 -0.11509
24.2483 -0.855744 -0.116617
24.25 -0.855491 -0.118143
24.2517 -0.855235 -0.119668
24.2533 -0.854974 -0.121193
24.255 -0.85471 -0.122718
24.2567 -0.854442 -0.124242
24.2583 -0.854171 -0.125765
24.26 -0.853896 -0.127288
24.2617 -0.853617 -0.12881
24.2633 -0.853334 -0.130331
24.265 -0.853048 -0.131852
24.2667 -0.852758 -0.133373
24.2683 -0.852465 -0.134892
24.27 -0.852167 -0.136412
24.2717 -0.851866 -0.13793
24.2733 -0.851561 -0.139448
24.275 -0.851253 -0.140965
24.2767 -0.850941 -0.142482
24.2783 -0.850625 -0.143998
24.28 -0.850306 -0.145513
24.2817 -0.849982 -0.147027
24.2833 -0.849656 -0.148541
24.285 -0.849325 -0.150055
24.2867 -0.848991 -0.151567
24.2883 -0.848653 -0.153079
24.29 -0.848311 -0.15459
24.2917 -0.847966 -0.156101
24.2933 -0.847617 -0.157611
24.295 -0.847264 -0.15912
24.2967 -0.846908 -0.160628
24.2983 -0.846548 -0.162136
24.3 -0.846184 -0.163642
24.3017 -0.845817 -0.165149
24.3033 -0.845446 -0.166654
24.305 -0.845071 -0.168159
24.3067 -0.844692 -0.169662
24.3083 -0.84431 -0.171165
24.31 -0.843924 -0.172668
24.3117 -0.843535 -0.174169
24.3133 -0.843142 -0.17567
24.315 -0.842745 -0.17717
24.3167 -0.842345 -0.178669
24.3183 -0.84194 -0.180167
24.32 -0.841532 -0.181665
24.3217 -0.841121 -0.183161
24.3233 -0.840706 -0.184657
24.325 -0.840287 -0.186152
24.3267 -0.839864 -0.187646
24.3283 -0.839438 -0.18914
24.33 -0.839008 -0.190632
24.3317 -0.838575 -0.192124
24.3333 -0.838137 -0.193614
24.335 -0.837697 -0.195104
24.3367 -0.837252 -0.196593
24.3383 -0.836804 -0.198081
24.34 -0.836352 -0.199568
24.3417 -0.835896 -0.201055
24.3433 -0.835437 -0.20254
24.345 -0.834974 -0.204024
24.3467 -0.834508 -0.205508
24.3483 -0.834038 -0.20699
24.35 -0.833564 -0.208472
24.3517 -0.833086 -0.209952
24.3533 -0.832605 -0.211432
24.355 -0.83212 -0.212911
24.3567 -0.831632 -0.214389
24.3583 -0.83114 -0.215865
24.36 -0.830644 -0.217341
24.3617 -0.830145 -0.218816
24.3633 -0.829642 -0.22029
24.365 -0.829135 -0.221763
24.3667 -0.828624 -0.223234
24.3683 -0.82811 -0.224705
24.37 -0.827593 -0.226175
24.3717 -0.827071 -0.227644
24.3733 -0.826546 -0.229111
24.375 -0.826018 -0.230578
24.3767 -0.825486 -0.232044
24.3783 -0.82495 -0.233508
24.38 -0.82441 -0.234972
24.3817 -0.823867 -0.236434
24.3833 -0.82332 -0.237895
24.385 -0.82277 -0.239356
24.3867 -0.822215 -0.240815
24.3883 -0.821658 -0.242273
24.39 -0.821096 -0.24373
24.3917 -0.820531 -0.245186
24.3933 -0.819963 -0.24664
24.395 -0.81939 -0.248094
24.3967 -0.818814 -0.249546
24.3983 -0.818235 -0.250998
